"Sid","Sleep Quality","Time in Bed","Wake up","Sleep Notes","Heart Rate","Worked Out","Stressed","Late Meal","Caffeinated","Minutes in Bed"
"395",78,"7:02","NA","Drank coffee:Worked out",61,"TRUE","FALSE","FALSE","LOW",422
"396",84,"7:35","NA","Drank coffee:Stressful day:Worked out",58,"TRUE","TRUE","FALSE","LOW",455
"397",87,"7:47","NA","Drank coffee:Worked out",58,"TRUE","FALSE","FALSE","LOW",467
"398",98,"8:10","NA","Drank coffee:Worked out",62,"TRUE","FALSE","FALSE","LOW",490
"399",76,"7:37","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",457
"400",77,"7:08","NA","Drank coffee:Stressful day:Worked out",62,"TRUE","TRUE","FALSE","LOW",428
"401",77,"7:14","NA","Drank coffee:Worked out",64,"TRUE","FALSE","FALSE","LOW",434
"402",82,"7:30","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",450
"403",87,"7:52","NA","Drank coffee:Worked out",60,"TRUE","FALSE","FALSE","LOW",472
"404",99,"9:35","NA","Drank coffee",59,"FALSE","FALSE","FALSE","LOW",575
"405",74,"8:09","NA","Drank coffee",60,"FALSE","FALSE","FALSE","LOW",489
"406",81,"7:28","NA","Drank coffee:Worked out",64,"TRUE","FALSE","FALSE","LOW",448
"407",86,"8:07","NA","Drank coffee:Worked out",63,"TRUE","FALSE","FALSE","LOW",487
"408",84,"7:07","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",427
"409",95,"8:21","NA","Drank coffee:Stressful day:Worked out",63,"TRUE","TRUE","FALSE","LOW",501
"410",35,"5:10","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",310
"411",96,"7:44","NA","Drank coffee:Drank tea:Stressful day",64,"FALSE","TRUE","FALSE","HIGH",464
"412",78,"7:33","NA","Ate late:Drank coffee:Worked out",61,"TRUE","FALSE","TRUE","LOW",453
"413",36,"8:24","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",504
"414",56,"10:28","NA","Drank coffee",64,"FALSE","FALSE","FALSE","LOW",628
"415",52,"8:11","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",491
"416",35,"8:09","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",489
"417",51,"7:30","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",450
"418",54,"8:19","NA","Drank coffee:Worked out",60,"TRUE","FALSE","FALSE","LOW",499
"419",55,"8:13","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",493
"420",46,"7:37","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",457
"421",48,"8:33","NA","Drank coffee",60,"FALSE","FALSE","FALSE","LOW",513
"422",36,"7:48","NA","Drank coffee",61,"FALSE","FALSE","FALSE","LOW",468
"423",40,"8:09","NA","Drank coffee:Worked out",63,"TRUE","FALSE","FALSE","LOW",489
"424",49,"7:59","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",479
"425",49,"7:47","NA","Drank coffee:Worked out",61,"TRUE","FALSE","FALSE","LOW",467
"426",54,"6:50","NA","Drank coffee:Worked out",58,"TRUE","FALSE","FALSE","LOW",410
"427",67,"9:09","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",549
"428",61,"8:32","NA","Drank coffee",59,"FALSE","FALSE","FALSE","LOW",512
"429",41,"9:20","NA","Drank tea:Worked out",59,"TRUE","FALSE","FALSE","LOW",560
"430",70,"8:10","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",490
"431",69,"7:50","NA","Drank tea:Worked out",62,"TRUE","FALSE","FALSE","LOW",470
"432",61,"7:41","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",461
"433",58,"6:21","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",381
"434",33,"7:17","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",437
"435",60,"7:14","NA","Drank coffee",62,"FALSE","FALSE","FALSE","LOW",434
"436",67,"7:34","NA","Drank tea:Worked out",61,"TRUE","FALSE","FALSE","LOW",454
"437",59,"8:12","NA","Drank tea:Worked out",63,"TRUE","FALSE","FALSE","LOW",492
"438",65,"7:53","NA","Drank tea:Worked out",63,"TRUE","FALSE","FALSE","LOW",473
"439",70,"9:56","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",596
"440",57,"7:55","NA","Drank coffee:Worked out",61,"TRUE","FALSE","FALSE","LOW",475
"441",60,"8:07","NA","Drank tea:Worked out",58,"TRUE","FALSE","FALSE","LOW",487
"442",57,"7:36","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",456
"443",60,"7:59","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",479
"444",70,"8:29","NA","Drank tea:Worked out",62,"TRUE","FALSE","FALSE","LOW",509
"445",58,"7:31","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",451
"446",55,"8:03","NA","Drank tea:Stressful day:Worked out",57,"TRUE","TRUE","FALSE","LOW",483
"447",55,"7:44","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",464
"448",60,"7:09","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",429
"449",53,"7:29","NA","Drank coffee:Worked out",63,"TRUE","FALSE","FALSE","LOW",449
"450",67,"8:20","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",500
"451",55,"8:26","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",506
"452",54,"6:56","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",416
"453",62,"7:38","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",458
"454",66,"8:28","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",508
"455",54,"7:48","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",468
"456",52,"6:33","NA","Drank tea:Worked out",59,"TRUE","FALSE","FALSE","LOW",393
"457",71,"8:02","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",482
"458",59,"7:49","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",469
"459",56,"7:45","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",465
"460",65,"7:16","NA","Drank coffee:Worked out",60,"TRUE","FALSE","FALSE","LOW",436
"461",61,"8:04","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",484
"462",71,"8:30","NA","Drank coffee",61,"FALSE","FALSE","FALSE","LOW",510
"463",50,"7:27","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",447
"464",63,"7:34","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",454
"465",67,"7:35","NA","Drank coffee:Stressful day:Worked out",64,"TRUE","TRUE","FALSE","LOW",455
"466",64,"7:35","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",455
"467",67,"8:19","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",499
"468",54,"5:39","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",339
"469",81,"8:40","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",520
"470",66,"8:01","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",481
"471",65,"7:21","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",441
"472",69,"7:46","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",466
"473",72,"7:30","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",450
"474",63,"7:32","NA","Drank coffee:Drank tea:Worked out",61,"TRUE","FALSE","FALSE","HIGH",452
"475",66,"7:34","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",454
"476",68,"7:23","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",443
"477",68,"7:37","NA","Drank tea:Stressful day:Worked out",61,"TRUE","TRUE","FALSE","LOW",457
"478",72,"7:38","NA","Drank coffee:Drank tea:Stressful day",59,"FALSE","TRUE","FALSE","HIGH",458
"479",52,"6:01","NA","Drank coffee:Drank tea:Stressful day",59,"FALSE","TRUE","FALSE","HIGH",361
"480",80,"9:08","NA","Drank coffee:Stressful day",58,"FALSE","TRUE","FALSE","LOW",548
"481",65,"7:49","NA","Drank coffee",57,"FALSE","FALSE","FALSE","LOW",469
"482",70,"7:35","NA","Drank tea:Worked out",58,"TRUE","FALSE","FALSE","LOW",455
"483",62,"6:56","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",416
"484",65,"7:17","NA","Drank coffee:Drank tea:Worked out",61,"TRUE","FALSE","FALSE","HIGH",437
"485",56,"7:20","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",440
"486",74,"7:51","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",471
"487",72,"9:20","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",560
"488",70,"7:56","NA","Drank coffee",61,"FALSE","FALSE","FALSE","LOW",476
"489",73,"7:44","NA","Drank tea",61,"FALSE","FALSE","FALSE","LOW",464
"490",70,"7:36","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",456
"491",81,"8:05","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",485
"492",80,"8:01","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",481
"493",68,"7:01","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",421
"494",80,"8:13","NA","Drank tea:Worked out",59,"TRUE","FALSE","FALSE","LOW",493
"495",73,"7:25","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",445
"496",88,"8:39","NA","Drank tea:Worked out",63,"TRUE","FALSE","FALSE","LOW",519
"497",89,"8:30","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",510
"498",75,"8:16","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",496
"499",83,"7:50","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",470
"500",71,"6:57","NA","Drank tea",60,"FALSE","FALSE","FALSE","LOW",417
"501",89,"8:01","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",481
"502",17,"1:24","NA","",59,"NA","NA","NA","NA",84
"503",71,"7:31","NA","Drank tea",60,"FALSE","FALSE","FALSE","LOW",451
"504",89,"8:02","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",482
"505",78,"8:00","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",480
"506",79,"7:55","NA","Drank tea:Worked out",58,"TRUE","FALSE","FALSE","LOW",475
"507",72,"7:32","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",452
"508",82,"7:32","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",452
"509",69,"7:15","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",435
"510",79,"9:23","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",563
"511",82,"7:19","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",439
"512",85,"8:01","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",481
"513",81,"7:38","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",458
"514",83,"8:02","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",482
"515",74,"8:20","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",500
"516",75,"7:31","NA","Drank tea",60,"FALSE","FALSE","FALSE","LOW",451
"517",78,"7:11","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",431
"518",96,"8:46","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",526
"519",84,"7:20","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",440
"520",86,"7:33","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",453
"521",74,"8:00","NA","Drank coffee:Drank tea:Stressful day",57,"FALSE","TRUE","FALSE","HIGH",480
"522",69,"8:05","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",485
"523",92,"9:00","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",540
"524",73,"6:34","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",394
"525",17,"1:19","NA","",58,"NA","NA","NA","NA",79
"526",87,"8:09","NA","Drank tea",64,"FALSE","FALSE","FALSE","LOW",489
"527",87,"7:29","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",449
"528",93,"8:02","NA","Drank tea:Worked out",57,"TRUE","FALSE","FALSE","LOW",482
"529",90,"9:29","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",569
"530",79,"7:22","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",442
"531",84,"8:16","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",496
"532",65,"7:57","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",477
"533",84,"7:54","NA","Drank coffee:Drank tea",64,"FALSE","FALSE","FALSE","HIGH",474
"534",73,"7:07","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",427
"535",64,"7:17","NA","Ate late:Drank coffee:Drank tea",64,"FALSE","FALSE","TRUE","HIGH",437
"536",89,"7:54","NA","Drank tea:Worked out",59,"TRUE","FALSE","FALSE","LOW",474
"537",74,"7:32","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",452
"538",71,"7:12","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",432
"539",24,"2:08","NA","",61,"NA","NA","NA","NA",128
"540",57,"6:37","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",397
"541",76,"8:09","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",489
"542",92,"8:15","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",495
"543",78,"8:38","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",518
"544",96,"8:29","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",509
"545",64,"8:22","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",502
"546",89,"7:35","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",455
"547",84,"7:17","NA","Drank coffee:Drank tea",64,"FALSE","FALSE","FALSE","HIGH",437
"548",85,"8:15","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",495
"549",54,"6:45","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",405
"550",21,"1:42","NA","",60,"NA","NA","NA","NA",102
"551",91,"8:02","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",482
"552",63,"6:34","NA","Drank coffee",58,"FALSE","FALSE","FALSE","LOW",394
"553",78,"7:36","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",456
"554",74,"7:29","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",449
"555",85,"8:11","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",491
"556",80,"7:09","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",429
"557",68,"7:35","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",455
"558",75,"7:36","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",456
"559",71,"7:50","NA","Ate late:Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","TRUE","HIGH",470
"560",71,"6:55","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",415
"561",68,"6:40","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",400
"562",62,"6:28","NA","Drank coffee:Drank tea:Stressful day:Worked out",64,"TRUE","TRUE","FALSE","HIGH",388
"563",21,"1:36","NA","",60,"NA","NA","NA","NA",96
"564",100,"8:30","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",510
"565",63,"9:16","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",556
"566",74,"7:10","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",430
"567",12,"1:33","NA","",64,"NA","NA","NA","NA",93
"568",59,"6:55","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",415
"569",44,"7:48","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",468
"570",83,"7:58","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",478
"571",93,"8:20","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",500
"572",79,"7:48","NA","Drank tea",61,"FALSE","FALSE","FALSE","LOW",468
"573",66,"8:04","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",484
"574",76,"7:43","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",463
"575",72,"7:11","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",431
"576",83,"7:31","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",451
"577",81,"7:19","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",439
"578",12,"0:55","NA","",58,"NA","NA","NA","NA",55
"579",80,"7:06","NA","Ate late:Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","TRUE","HIGH",426
"580",77,"7:07","NA","Drank tea",57,"FALSE","FALSE","FALSE","LOW",427
"581",81,"7:34","NA","Drank coffee",63,"FALSE","FALSE","FALSE","LOW",454
"582",87,"8:01","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",481
"583",12,"0:57","NA","",64,"NA","NA","NA","NA",57
"584",85,"8:07","NA","Drank coffee:Drank tea",62,"FALSE","FALSE","FALSE","HIGH",487
"585",81,"7:55","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",475
"586",96,"8:16","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",496
"587",93,"8:07","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",487
"588",97,"8:21","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",501
"589",90,"8:01","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",481
"590",85,"9:05","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",545
"591",71,"7:13","NA","Drank coffee:Drank tea:Worked out",63,"TRUE","FALSE","FALSE","HIGH",433
"592",86,"8:14","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",494
"593",80,"7:53","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",473
"594",81,"7:42","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",462
"595",89,"8:17","NA","Drank tea:Worked out",63,"TRUE","FALSE","FALSE","LOW",497
"596",71,"7:44","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",464
"597",95,"8:04","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",484
"598",99,"9:07","NA","Drank coffee:Drank tea",64,"FALSE","FALSE","FALSE","HIGH",547
"599",89,"8:54","NA","Drank tea",60,"FALSE","FALSE","FALSE","LOW",534
"600",79,"7:18","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",438
"601",88,"7:41","NA","Drank coffee:Drank tea",60,"FALSE","FALSE","FALSE","HIGH",461
"602",79,"7:01","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",421
