"Sid","Sleep Quality","Time in Bed","Wake up","Sleep Notes","Heart Rate","Worked Out","Stressed","Late Meal","Caffeinated","Minutes in Bed"
"603",72,"7:12","NA","Drank tea:Worked out",60,"TRUE","FALSE","FALSE","LOW",432
"604",76,"7:21","NA","Drank coffee:Drank tea:Worked out",63,"TRUE","FALSE","FALSE","HIGH",441
"605",100,"7:56","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",476
"606",83,"7:29","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",449
"607",78,"8:22","NA","Drank tea:Worked out",58,"TRUE","FALSE","FALSE","LOW",502
"608",78,"7:11","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",431
"609",79,"7:34","NA","Drank coffee:Drank tea:Worked out",63,"TRUE","FALSE","FALSE","HIGH",454
"610",93,"8:51","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",531
"611",80,"6:27","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",387
"612",95,"9:54","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",594
"613",90,"8:19","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",499
"614",92,"8:03","NA","Drank tea",62,"FALSE","FALSE","FALSE","LOW",483
"615",81,"8:09","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",489
"616",73,"6:35","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",395
"617",68,"7:07","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",427
"618",75,"7:29","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",449
"619",65,"5:40","NA","Drank coffee",63,"FALSE","FALSE","FALSE","LOW",340
"620",70,"7:19","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",439
"621",6,"0:27","NA","",59,"NA","NA","NA","NA",27
"622",67,"7:16","NA","",59,"NA","NA","NA","NA",436
"623",74,"9:11","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",551
"624",83,"8:12","NA","Drank coffee:Drank tea",61,"FALSE","FALSE","FALSE","HIGH",492
"625",88,"10:07","NA","Drank tea",63,"FALSE","FALSE","FALSE","LOW",607
"626",73,"7:42","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",462
"627",83,"7:44","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",464
"628",66,"7:41","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",461
"629",59,"7:36","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",456
"630",75,"7:51","NA","",59,"NA","NA","NA","NA",471
"631",75,"7:26","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",446
"632",83,"9:09","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",549
"633",86,"7:44","NA","Drank coffee:Drank tea",63,"FALSE","FALSE","FALSE","HIGH",464
"634",75,"7:59","NA","Drank coffee",59,"FALSE","FALSE","FALSE","LOW",479
"635",72,"7:27","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",447
"636",85,"8:00","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",480
"637",68,"8:06","NA","Drank coffee:Drank tea:Worked out",61,"TRUE","FALSE","FALSE","HIGH",486
"638",64,"7:51","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",471
"639",90,"8:37","NA","Drank coffee:Drank tea:Stressful day",61,"FALSE","TRUE","FALSE","HIGH",517
"640",74,"7:43","NA","Drank coffee:Drank tea",58,"FALSE","FALSE","FALSE","HIGH",463
"641",72,"7:47","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",467
"642",74,"8:16","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",496
"643",77,"8:16","NA","Drank coffee:Drank tea:Worked out",58,"TRUE","FALSE","FALSE","HIGH",496
"644",59,"7:21","NA","Drank coffee:Drank tea:Worked out",63,"TRUE","FALSE","FALSE","HIGH",441
"645",73,"7:32","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",452
"646",83,"7:20","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",440
"647",81,"8:18","NA","Drank coffee",59,"FALSE","FALSE","FALSE","LOW",498
"648",66,"7:43","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",463
"649",64,"6:29","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",389
"650",18,"1:40","NA","",57,"NA","NA","NA","NA",100
"651",82,"7:32","NA","Drank coffee:Drank tea",57,"FALSE","FALSE","FALSE","HIGH",452
"652",95,"8:47","NA","Drank coffee:Drank tea:Worked out",62,"TRUE","FALSE","FALSE","HIGH",527
"653",73,"6:59","NA","Drank coffee:Drank tea:Worked out",59,"TRUE","FALSE","FALSE","HIGH",419
"654",73,"8:06","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",486
"655",77,"8:22","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",502
"656",75,"7:34","NA","Drank coffee:Drank tea:Worked out",60,"TRUE","FALSE","FALSE","HIGH",454
"657",73,"7:36","NA","Drank tea",59,"FALSE","FALSE","FALSE","LOW",456
"658",90,"7:56","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",476
"659",88,"7:10","NA","Drank coffee:Drank tea:Stressful day:Worked out",64,"TRUE","TRUE","FALSE","HIGH",430
"660",73,"7:52","NA","Drank coffee:Drank tea:Worked out",61,"TRUE","FALSE","FALSE","HIGH",472
"661",90,"9:06","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",546
"662",70,"7:32","NA","Drank coffee:Worked out",62,"TRUE","FALSE","FALSE","LOW",452
"663",82,"8:28","NA","Drank tea:Worked out",62,"TRUE","FALSE","FALSE","LOW",508
"664",73,"8:04","NA","Drank tea:Worked out",64,"TRUE","FALSE","FALSE","LOW",484
"665",81,"7:43","NA","Drank coffee:Worked out",59,"TRUE","FALSE","FALSE","LOW",463
"666",75,"7:41","NA","Drank coffee",60,"FALSE","FALSE","FALSE","LOW",461
"667",88,"7:42","NA","Drank coffee:Stressful day:Worked out",63,"TRUE","TRUE","FALSE","LOW",462
"668",75,"8:21","NA","Ate late:Drank coffee:Worked out",58,"TRUE","FALSE","TRUE","LOW",501
"669",86,"7:19","NA","Drank coffee:Drank tea:Worked out",64,"TRUE","FALSE","FALSE","HIGH",439
"670",80,"7:41","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",461
"671",69,"8:05","NA","Drank coffee:Drank tea",59,"FALSE","FALSE","FALSE","HIGH",485
"672",72,"9:16","NA","Drank coffee:Worked out",60,"TRUE","FALSE","FALSE","LOW",556
"673",67,"7:06","NA","Drank coffee",63,"FALSE","FALSE","FALSE","LOW",426
"674",74,"7:47","NA","Drank coffee:Worked out",57,"TRUE","FALSE","FALSE","LOW",467
"675",76,"8:14","NA","Drank coffee:Drank tea:Stressful day:Worked out",62,"TRUE","TRUE","FALSE","HIGH",494
"676",41,"7:40","NA","Drank coffee:Drank tea:Worked out",57,"TRUE","FALSE","FALSE","HIGH",460
"677",70,"8:30","NA","Drank tea",58,"FALSE","FALSE","FALSE","LOW",510
"678",67,"7:47","NA","",60,"NA","NA","NA","NA",467
"679",78,"7:52","NA","",57,"NA","NA","NA","NA",472
"680",93,"8:32","NA","",64,"NA","NA","NA","NA",512
"681",74,"7:54","NA","",62,"NA","NA","NA","NA",474
"682",68,"7:38","NA","",64,"NA","NA","NA","NA",458
"683",76,"7:48","NA","",62,"NA","NA","NA","NA",468
"684",31,"2:33","NA","",57,"NA","NA","NA","NA",153
"685",7,"0:34","NA","",61,"NA","NA","NA","NA",34
"686",66,"7:39","NA","",64,"NA","NA","NA","NA",459
"687",70,"7:26","NA","",60,"NA","NA","NA","NA",446
"688",77,"7:43","NA","",61,"NA","NA","NA","NA",463
"689",10,"0:47","NA","",61,"NA","NA","NA","NA",47
"690",72,"7:37","NA","",63,"NA","NA","NA","NA",457
"691",59,"7:00","NA","",59,"NA","NA","NA","NA",420
"692",74,"7:44","NA","",58,"NA","NA","NA","NA",464
"693",83,"8:10","NA","",59,"NA","NA","NA","NA",490
"694",90,"8:51","NA","",62,"NA","NA","NA","NA",531
"695",86,"8:41","NA","",58,"NA","NA","NA","NA",521
"696",69,"8:28","NA","",62,"NA","NA","NA","NA",508
"697",77,"8:00","NA","",59,"NA","NA","NA","NA",480
"698",81,"7:12","NA","",64,"NA","NA","NA","NA",432
"699",73,"7:41","NA","",60,"NA","NA","NA","NA",461
"700",74,"7:48","NA","",57,"NA","NA","NA","NA",468
"701",66,"7:55","NA","",61,"NA","NA","NA","NA",475
"702",73,"7:57","NA","",62,"NA","NA","NA","NA",477
"703",70,"7:22","NA","",57,"NA","NA","NA","NA",442
"704",74,"7:35","NA","",57,"NA","NA","NA","NA",455
"705",65,"8:26","NA","",62,"NA","NA","NA","NA",506
"706",67,"7:13","NA","",60,"NA","NA","NA","NA",433
"707",81,"8:14","NA","",60,"NA","NA","NA","NA",494
"708",78,"6:43","NA","",61,"NA","NA","NA","NA",403
"709",69,"5:40","NA","",64,"NA","NA","NA","NA",340
"710",70,"8:17","NA","",58,"NA","NA","NA","NA",497
"711",71,"7:26","NA","",58,"NA","NA","NA","NA",446
"712",84,"8:39","NA","",62,"NA","NA","NA","NA",519
"713",87,"8:09","NA","",57,"NA","NA","NA","NA",489
"714",68,"6:48","NA","",63,"NA","NA","NA","NA",408
"715",78,"7:57","NA","",57,"NA","NA","NA","NA",477
"716",84,"7:51","NA","",57,"NA","NA","NA","NA",471
"717",5,"0:21","NA","",64,"NA","NA","NA","NA",21
"718",87,"7:43","NA","",62,"NA","NA","NA","NA",463
"719",74,"7:35","NA","",60,"NA","NA","NA","NA",455
"720",51,"7:57","NA","",64,"NA","NA","NA","NA",477
"721",38,"6:53","NA","",60,"NA","NA","NA","NA",413
"722",72,"8:49","NA","",59,"NA","NA","NA","NA",529
"723",89,"7:12","NA","",57,"NA","NA","NA","NA",432
"724",82,"7:39","NA","",60,"NA","NA","NA","NA",459
"725",77,"6:54","NA","",61,"NA","NA","NA","NA",414
"726",81,"7:33","NA","",63,"NA","NA","NA","NA",453
"727",80,"7:18","NA","",62,"NA","NA","NA","NA",438
"728",76,"8:31","NA","",58,"NA","NA","NA","NA",511
"729",81,"8:00","NA","",58,"NA","NA","NA","NA",480
"730",99,"9:08","NA","",57,"NA","NA","NA","NA",548
"731",73,"8:26","NA","",64,"NA","NA","NA","NA",506
"732",81,"7:31","NA","",58,"NA","NA","NA","NA",451
"733",59,"6:30","NA","",58,"NA","NA","NA","NA",390
"734",79,"7:42","NA","",59,"NA","NA","NA","NA",462
"735",58,"7:04","NA","",63,"NA","NA","NA","NA",424
"736",67,"7:18","NA","",63,"NA","NA","NA","NA",438
"737",83,"8:34","NA","",59,"NA","NA","NA","NA",514
"738",81,"7:27","NA","",62,"NA","NA","NA","NA",447
"739",35,"8:16","NA","",64,"NA","NA","NA","NA",496
"740",30,"7:00","NA","",61,"NA","NA","NA","NA",420
"741",94,"8:44","NA","",59,"NA","NA","NA","NA",524
"742",82,"9:17","NA","",61,"NA","NA","NA","NA",557
"743",74,"7:37","NA","",61,"NA","NA","NA","NA",457
"744",81,"8:15","NA","",60,"NA","NA","NA","NA",495
"745",89,"9:04","NA","",60,"NA","NA","NA","NA",544
"746",81,"7:21","NA","",63,"NA","NA","NA","NA",441
"747",84,"8:14","NA","",61,"NA","NA","NA","NA",494
"748",59,"7:17","NA","",59,"NA","NA","NA","NA",437
"749",81,"7:30","NA","",63,"NA","NA","NA","NA",450
"750",79,"7:59","NA","",62,"NA","NA","NA","NA",479
"751",77,"7:39","NA","",58,"NA","NA","NA","NA",459
"752",74,"8:48","NA","",64,"NA","NA","NA","NA",528
"753",56,"7:27","NA","",57,"NA","NA","NA","NA",447
"754",86,"8:04","NA","",57,"NA","NA","NA","NA",484
"755",55,"6:48","NA","",57,"NA","NA","NA","NA",408
"756",79,"7:59","NA","",59,"NA","NA","NA","NA",479
"757",91,"8:33","NA","",60,"NA","NA","NA","NA",513
"758",71,"7:41","NA","",64,"NA","NA","NA","NA",461
"759",69,"7:44","NA","",62,"NA","NA","NA","NA",464
"760",76,"7:47","NA","",61,"NA","NA","NA","NA",467
"761",65,"8:02","NA","",58,"NA","NA","NA","NA",482
"762",72,"7:44","NA","",61,"NA","NA","NA","NA",464
"763",80,"8:13","NA","",59,"NA","NA","NA","NA",493
"764",73,"8:01","NA","",59,"NA","NA","NA","NA",481
"765",66,"6:47","NA","",62,"NA","NA","NA","NA",407
"766",83,"8:02","NA","",63,"NA","NA","NA","NA",482
"767",75,"7:04","NA","",60,"NA","NA","NA","NA",424
"768",80,"8:46","NA","",58,"NA","NA","NA","NA",526
"769",79,"7:33","NA","",60,"NA","NA","NA","NA",453
"770",69,"8:21","NA","",63,"NA","NA","NA","NA",501
"771",76,"7:05","NA","",63,"NA","NA","NA","NA",425
"772",96,"8:44","NA","",63,"NA","NA","NA","NA",524
"773",75,"7:20","NA","",60,"NA","NA","NA","NA",440
"774",76,"7:13","NA","",60,"NA","NA","NA","NA",433
"775",55,"8:47","NA","",61,"NA","NA","NA","NA",527
"776",71,"10:07","NA","",57,"NA","NA","NA","NA",607
"777",79,"7:42","NA","",58,"NA","NA","NA","NA",462
"778",80,"7:36","NA","",61,"NA","NA","NA","NA",456
"779",71,"7:38","NA","",59,"NA","NA","NA","NA",458
"780",79,"8:14","NA","",59,"NA","NA","NA","NA",494
"781",88,"9:11","NA","",60,"NA","NA","NA","NA",551
"782",80,"8:25","NA","",64,"NA","NA","NA","NA",505
"783",69,"7:09","NA","",61,"NA","NA","NA","NA",429
"784",74,"8:09","NA","",57,"NA","NA","NA","NA",489
"785",78,"8:21","NA","",58,"NA","NA","NA","NA",501
"786",60,"6:00","NA","",59,"NA","NA","NA","NA",360
"787",100,"9:00","NA","",60,"NA","NA","NA","NA",540
"788",89,"7:51","NA","",62,"NA","NA","NA","NA",471
"789",79,"7:20","NA","",57,"NA","NA","NA","NA",440
"790",82,"8:10","NA","",61,"NA","NA","NA","NA",490
"791",65,"7:42","NA","",60,"NA","NA","NA","NA",462
"792",83,"7:51","NA","",57,"NA","NA","NA","NA",471
"793",65,"8:05","NA","",59,"NA","NA","NA","NA",485
"794",59,"5:01","NA","",64,"NA","NA","NA","NA",301
"795",91,"9:00","NA","",59,"NA","NA","NA","NA",540
"796",78,"7:34","NA","",64,"NA","NA","NA","NA",454
"797",62,"6:51","NA","",59,"NA","NA","NA","NA",411
"798",49,"5:33","NA","",64,"NA","NA","NA","NA",333
"799",74,"8:56","NA","",60,"NA","NA","NA","NA",536
"800",89,"8:02","NA","",64,"NA","NA","NA","NA",482
"801",70,"7:35","NA","",57,"NA","NA","NA","NA",455
"802",75,"7:49","NA","",59,"NA","NA","NA","NA",469
"803",90,"8:43","NA","",62,"NA","NA","NA","NA",523
"804",76,"7:18","NA","",63,"NA","NA","NA","NA",438
"805",96,"9:11","NA","",58,"NA","NA","NA","NA",551
"806",83,"7:51","NA","",63,"NA","NA","NA","NA",471
"807",84,"8:11","NA","",58,"NA","NA","NA","NA",491
"808",79,"8:50","NA","",63,"NA","NA","NA","NA",530
"809",93,"9:34","NA","",62,"NA","NA","NA","NA",574
"810",85,"9:27","NA","",61,"NA","NA","NA","NA",567
"811",80,"7:34","NA","",62,"NA","NA","NA","NA",454
"812",91,"8:11","NA","",64,"NA","NA","NA","NA",491
"813",82,"8:04","NA","",60,"NA","NA","NA","NA",484
"814",86,"7:33","NA","",63,"NA","NA","NA","NA",453
"815",68,"7:31","NA","",64,"NA","NA","NA","NA",451
"816",80,"7:26","NA","",58,"NA","NA","NA","NA",446
"817",80,"7:33","NA","",64,"NA","NA","NA","NA",453
"818",100,"9:05","NA","",63,"NA","NA","NA","NA",545
"819",63,"7:55","NA","",63,"NA","NA","NA","NA",475
"820",73,"7:22","NA","",62,"NA","NA","NA","NA",442
"821",80,"7:14","NA","",61,"NA","NA","NA","NA",434
"822",83,"7:52","NA","",58,"NA","NA","NA","NA",472
"823",77,"9:01","NA","",62,"NA","NA","NA","NA",541
"824",63,"7:05","NA","",60,"NA","NA","NA","NA",425
"825",70,"8:29","NA","",64,"NA","NA","NA","NA",509
"826",68,"7:19","NA","",63,"NA","NA","NA","NA",439
"827",63,"7:53","NA","",57,"NA","NA","NA","NA",473
"828",82,"8:27","NA","",61,"NA","NA","NA","NA",507
"829",95,"8:35","NA","",61,"NA","NA","NA","NA",515
"830",70,"7:49","NA","",63,"NA","NA","NA","NA",469
"831",68,"8:09","NA","",63,"NA","NA","NA","NA",489
"832",72,"7:45","NA","",62,"NA","NA","NA","NA",465
"833",60,"7:04","NA","",62,"NA","NA","NA","NA",424
"834",80,"8:33","NA","",60,"NA","NA","NA","NA",513
"835",79,"8:26","NA","",61,"NA","NA","NA","NA",506
"836",79,"8:20","NA","",64,"NA","NA","NA","NA",500
"837",59,"8:22","NA","",64,"NA","NA","NA","NA",502
"838",75,"8:44","NA","",59,"NA","NA","NA","NA",524
"839",97,"10:35","NA","",61,"NA","NA","NA","NA",635
"840",75,"7:50","NA","",64,"NA","NA","NA","NA",470
"841",75,"10:08","NA","",58,"NA","NA","NA","NA",608
"842",81,"8:25","NA","",57,"NA","NA","NA","NA",505
"843",76,"7:17","NA","",58,"NA","NA","NA","NA",437
"844",0,"0:00","NA","",62,"NA","NA","NA","NA",0
"845",91,"9:05","NA","",58,"NA","NA","NA","NA",545
"846",86,"8:46","NA","",64,"NA","NA","NA","NA",526
"847",83,"8:01","NA","",60,"NA","NA","NA","NA",481
"848",77,"6:51","NA","",58,"NA","NA","NA","NA",411
"849",90,"8:01","NA","",57,"NA","NA","NA","NA",481
"850",71,"7:38","NA","",57,"NA","NA","NA","NA",458
"851",70,"7:06","NA","",60,"NA","NA","NA","NA",426
"852",70,"9:48","NA","",64,"NA","NA","NA","NA",588
"853",64,"9:02","NA","",60,"NA","NA","NA","NA",542
"854",73,"7:48","NA","",59,"NA","NA","NA","NA",468
"855",79,"7:15","NA","",63,"NA","NA","NA","NA",435
"856",71,"7:51","NA","",58,"NA","NA","NA","NA",471
"857",84,"7:27","NA","",57,"NA","NA","NA","NA",447
"858",59,"8:02","NA","",64,"NA","NA","NA","NA",482
"859",71,"10:01","NA","",62,"NA","NA","NA","NA",601
"860",67,"7:17","NA","",58,"NA","NA","NA","NA",437
"861",84,"7:56","NA","",58,"NA","NA","NA","NA",476
"862",66,"6:44","NA","",64,"NA","NA","NA","NA",404
"863",73,"8:18","NA","",58,"NA","NA","NA","NA",498
"864",84,"9:03","NA","",61,"NA","NA","NA","NA",543
"865",72,"6:43","NA","",63,"NA","NA","NA","NA",403
"866",92,"9:07","NA","",62,"NA","NA","NA","NA",547
"867",81,"7:27","NA","",58,"NA","NA","NA","NA",447
"868",69,"7:29","NA","",64,"NA","NA","NA","NA",449
"869",79,"8:23","NA","",59,"NA","NA","NA","NA",503
"870",77,"7:44","NA","",63,"NA","NA","NA","NA",464
"871",72,"7:32","NA","",64,"NA","NA","NA","NA",452
"872",80,"9:20","NA","",60,"NA","NA","NA","NA",560
"873",65,"5:23","NA","",58,"NA","NA","NA","NA",323
"874",8,"0:36","NA","",58,"NA","NA","NA","NA",36
"875",96,"9:08","NA","",57,"NA","NA","NA","NA",548
"876",72,"6:52","NA","",58,"NA","NA","NA","NA",412
"877",78,"7:58","NA","",62,"NA","NA","NA","NA",478
"878",82,"8:28","NA","",57,"NA","NA","NA","NA",508
"879",73,"7:29","NA","",62,"NA","NA","NA","NA",449
"880",93,"7:18","NA","",64,"NA","NA","NA","NA",438
"881",76,"8:18","NA","",64,"NA","NA","NA","NA",498
"882",91,"8:24","NA","",62,"NA","NA","NA","NA",504
"883",91,"9:08","NA","",59,"NA","NA","NA","NA",548
"884",81,"7:11","NA","",63,"NA","NA","NA","NA",431
"885",71,"8:56","NA","",60,"NA","NA","NA","NA",536
"886",80,"9:13","NA","",62,"NA","NA","NA","NA",553
"887",91,"8:55","NA","",62,"NA","NA","NA","NA",535
